"Legislaturperiode";"Patei";"Wahlkreis";"Stimmen";"Stimmenprozent"
17;"PIRATEN";181;3157;2.1
17;"SPD";182;29107;22.3
17;"CDU";182;36031;27.6
17;"FDP";182;22761;17.5
17;"GRÜNE";182;20645;15.8
17;"DIE LINKE";182;14551;11.2
17;"NPD";182;1266;1.0
17;"REP";182;824;0.6
17;"Die Tierschutzpartei";182;1415;1.1
17;"BüSo";182;210;0.2
17;"MLPD";182;92;0.1
17;"DVU";182;81;0.1
17;"PIRATEN";182;3355;2.6
17;"SPD";183;33243;21.5
17;"CDU";183;43089;27.9
17;"FDP";183;27031;17.5
17;"GRÜNE";183;28225;18.3
17;"DIE LINKE";183;15397;10.0
17;"NPD";183;1183;0.8
17;"REP";183;651;0.4
17;"Die Tierschutzpartei";183;1503;1.0
17;"BüSo";183;190;0.1
17;"MLPD";183;62;0.0
17;"DVU";183;102;0.1
17;"PIRATEN";183;3722;2.4
17;"SPD";184;35058;28.0
17;"CDU";184;37526;29.9
17;"FDP";184;18630;14.9
17;"GRÜNE";184;15677;12.5
17;"DIE LINKE";184;11103;8.9
17;"NPD";184;1680;1.3
17;"REP";184;1098;0.9
17;"Die Tierschutzpartei";184;1463;1.2
17;"BüSo";184;178;0.1
17;"MLPD";184;60;0.0
17;"DVU";184;109;0.1
17;"PIRATEN";184;2772;2.2
17;"SPD";185;34376;22.2
17;"CDU";185;49267;31.9
17;"FDP";185;28409;18.4
17;"GRÜNE";185;19863;12.8
17;"DIE LINKE";185;13813;8.9
17;"NPD";185;1766;1.1
17;"REP";185;1068;0.7
17;"Die Tierschutzpartei";185;1858;1.2
17;"BüSo";185;198;0.1
17;"MLPD";185;41;0.0
17;"DVU";185;150;0.1
17;"PIRATEN";185;3835;2.5
17;"SPD";186;43605;25.1
17;"CDU";186;49924;28.8
17;"FDP";186;26539;15.3
17;"GRÜNE";186;29727;17.1
17;"DIE LINKE";186;14869;8.6
17;"NPD";186;1501;0.9
17;"REP";186;788;0.5
17;"Die Tierschutzpartei";186;1650;1.0
17;"BüSo";186;173;0.1
17;"MLPD";186;87;0.1
17;"DVU";186;132;0.1
17;"PIRATEN";186;4390;2.5
17;"SPD";187;42756;24.9
17;"CDU";187;56677;33.0
17;"FDP";187;29697;17.3
17;"GRÜNE";187;19379;11.3
17;"DIE LINKE";187;13403;7.8
17;"NPD";187;1907;1.1
17;"REP";187;1723;1.0
17;"Die Tierschutzpartei";187;1765;1.0
17;"BüSo";187;228;0.1
17;"MLPD";187;79;0.0
17;"DVU";187;137;0.1
17;"PIRATEN";187;4098;2.4
17;"SPD";188;35748;24.6
17;"CDU";188;50275;34.5
17;"FDP";188;25219;17.3
17;"GRÜNE";188;15683;10.8
17;"DIE LINKE";188;10891;7.5
17;"NPD";188;1607;1.1
17;"REP";188;1458;1.0
17;"Die Tierschutzpartei";188;1618;1.1
17;"BüSo";188;165;0.1
17;"MLPD";188;41;0.0
17;"DVU";188;113;0.1
17;"PIRATEN";188;2782;1.9
17;"SPD";189;22341;16.6
17;"DIE LINKE";189;32391;24.0
17;"CDU";189;51863;38.5
17;"FDP";189;14382;10.7
17;"GRÜNE";189;6507;4.8
17;"NPD";189;3631;2.7
17;"REP";189;299;0.2
17;"MLPD";189;127;0.1
17;"ödp";189;1009;0.7
17;"PIRATEN";189;2309;1.7
17;"SPD";190;23845;18.5
17;"DIE LINKE";190;36508;28.3
17;"CDU";190;42063;32.6
17;"FDP";190;11921;9.2
17;"GRÜNE";190;6451;4.99
17;"NPD";190;4607;3.6
17;"REP";190;467;0.4
17;"MLPD";190;268;0.2
17;"ödp";190;489;0.4
17;"PIRATEN";190;2516;1.9
17;"SPD";191;21692;17.2
17;"DIE LINKE";191;37923;30.1
17;"CDU";191;39696;31.5
17;"FDP";191;12661;10.0
17;"GRÜNE";191;6064;4.8
17;"NPD";191;4383;3.5
17;"REP";191;491;0.4
17;"MLPD";191;186;0.1
17;"ödp";191;406;0.3
17;"PIRATEN";191;2581;2.0
17;"SPD";192;27092;19.6
17;"DIE LINKE";192;38257;27.7
17;"CDU";192;42479;30.8
17;"FDP";192;12393;9.0
17;"GRÜNE";192;7608;5.5
17;"NPD";192;4924;3.6
17;"REP";192;513;0.4
17;"MLPD";192;191;0.1
17;"ödp";192;499;0.4
17;"PIRATEN";192;3992;2.9
17;"SPD";193;26897;18.0
17;"DIE LINKE";193;41801;27.9
17;"CDU";193;41777;27.9
17;"FDP";193;13429;9.0
17;"GRÜNE";193;15630;10.4
17;"NPD";193;3762;2.5
17;"REP";193;451;0.3
17;"MLPD";193;293;0.2
17;"ödp";193;600;0.4
17;"PIRATEN";193;4958;3.3
17;"SPD";194;28034;17.2
17;"DIE LINKE";194;48724;29.9
17;"CDU";194;44951;27.6
17;"FDP";194;16832;10.3
17;"GRÜNE";194;13243;8.1
17;"NPD";194;4209;2.6
17;"REP";194;574;0.4
17;"MLPD";194;190;0.1
17;"ödp";194;634;0.4
17;"PIRATEN";194;5519;3.4
17;"SPD";195;19006;16.5
17;"DIE LINKE";195;33017;28.6
17;"CDU";195;37841;32.8
17;"FDP";195;12557;10.9
17;"GRÜNE";195;4919;4.3
17;"NPD";195;4168;3.6
17;"REP";195;397;0.3
17;"MLPD";195;156;0.1
17;"ödp";195;478;0.4
17;"PIRATEN";195;2707;2.3
17;"SPD";196;25004;17.0
17;"DIE LINKE";196;45439;30.9
17;"CDU";196;44770;30.4
17;"FDP";196;14342;9.8
17;"GRÜNE";196;6654;4.5
17;"NPD";196;5978;4.1
17;"REP";196;615;0.4
17;"MLPD";196;395;0.3
17;"ödp";196;557;0.4
17;"PIRATEN";196;3340;2.3
17;"SPD";197;22682;17.6
17;"DIE LINKE";197;40815;31.7
17;"CDU";197;38338;29.7
17;"FDP";197;12118;9.4
17;"GRÜNE";197;6762;5.2
17;"NPD";197;3941;3.1
17;"REP";197;532;0.4
17;"MLPD";197;185;0.1
17;"ödp";197;414;0.3
17;"PIRATEN";197;3109;2.4
17;"CDU";198;61307;36.0
17;"SPD";198;42279;24.9
17;"FDP";198;28754;16.9
17;"GRÜNE";198;14005;8.2
17;"DIE LINKE";198;15360;9.0
17;"NPD";198;1820;1.1
17;"REP";198;689;0.4
17;"FAMILIE";198;1548;0.9
17;"PBC";198;1022;0.6
17;"MLPD";198;72;0.0
17;"DVU";198;123;0.1
17;"ödp";198;327;0.2
17;"PIRATEN";198;2758;1.6
17;"CDU";199;54737;39.9
17;"SPD";199;28973;21.1
17;"FDP";199;25933;18.9
17;"GRÜNE";199;11622;8.5
17;"DIE LINKE";199;10171;7.4
17;"NPD";199;1192;0.9
17;"REP";199;409;0.3
17;"FAMILIE";199;1123;0.8
17;"PBC";199;288;0.2
17;"MLPD";199;31;0.0
17;"DVU";199;79;0.1
17;"ödp";199;397;0.3
17;"PIRATEN";199;2204;1.6
17;"CDU";200;49065;36.0
17;"SPD";200;32414;23.8
17;"FDP";200;23679;17.4
17;"GRÜNE";200;13732;10.1
17;"DIE LINKE";200;11239;8.2
17;"NPD";200;1188;0.9
17;"REP";200;432;0.3
17;"FAMILIE";200;1118;0.8
17;"PBC";200;227;0.2
17;"MLPD";200;31;0.0
17;"DVU";200;98;0.1
17;"ödp";200;324;0.2
17;"PIRATEN";200;2690;2.0
17;"CDU";201;50302;39.4
17;"SPD";201;26447;20.7
17;"FDP";201;24248;19.0
17;"GRÜNE";201;10265;8.0
17;"DIE LINKE";201;10568;8.3
17;"NPD";201;1137;0.9
17;"REP";201;485;0.4
17;"FAMILIE";201;1286;1.0
17;"PBC";201;386;0.3
17;"MLPD";201;25;0.0
17;"DVU";201;100;0.1
17;"ödp";201;284;0.2
17;"PIRATEN";201;2023;1.6
17;"CDU";202;43300;33.1
17;"SPD";202;34984;26.8
17;"FDP";202;21190;16.2
17;"GRÜNE";202;11065;8.5
17;"DIE LINKE";202;14197;10.9
17;"NPD";202;1560;1.2
17;"REP";202;547;0.4
17;"FAMILIE";202;1158;0.9
17;"PBC";202;248;0.2
17;"MLPD";202;36;0.0
17;"DVU";202;158;0.1
17;"ödp";202;260;0.2
17;"PIRATEN";202;2030;1.6
17;"CDU";203;48270;41.0
17;"SPD";203;22419;19.1
17;"FDP";203;22500;19.1
17;"GRÜNE";203;9922;8.4
17;"DIE LINKE";203;9642;8.2
17;"NPD";203;1021;0.9
17;"REP";203;354;0.3
17;"FAMILIE";203;1237;1.1
17;"PBC";203;149;0.1
17;"MLPD";203;22;0.0
17;"DVU";203;92;0.1
17;"ödp";203;266;0.2
17;"PIRATEN";203;1717;1.5
17;"CDU";204;50210;36.9
17;"SPD";204;30348;22.3
17;"FDP";204;20354;15.0
17;"GRÜNE";204;16456;12.1
17;"DIE LINKE";204;13070;9.6
17;"NPD";204;1092;0.8
17;"REP";204;347;0.3
17;"FAMILIE";204;1111;0.8
17;"PBC";204;154;0.1
17;"MLPD";204;27;0.0
17;"DVU";204;74;0.1
17;"ödp";204;284;0.2
17;"PIRATEN";204;2483;1.8
17;"CDU";205;53078;35.0
17;"SPD";205;36122;23.8
17;"FDP";205;28104;18.5
17;"GRÜNE";205;13047;8.6
17;"DIE LINKE";205;13186;8.7
17;"NPD";205;1895;1.2
17;"REP";205;638;0.4
17;"FAMILIE";205;1627;1.1
17;"PBC";205;540;0.4
17;"MLPD";205;31;0.0
17;"DVU";205;118;0.1
17;"ödp";205;311;0.2
17;"PIRATEN";205;2948;1.9
17;"CDU";206;61777;32.8
17;"SPD";206;43303;23.0
17;"FDP";206;29045;15.4
17;"GRÜNE";206;29745;15.8
17;"DIE LINKE";206;13922;7.4
17;"NPD";206;1153;0.6
17;"REP";206;2265;1.2
17;"FAMILIE";206;1035;0.5
17;"PBC";206;245;0.1
17;"MLPD";206;34;0.0
17;"DVU";206;96;0.1
17;"ödp";206;1305;0.7
17;"PIRATEN";206;4553;2.4
17;"CDU";207;46831;32.4
17;"SPD";207;39125;27.1
17;"FDP";207;22748;15.7
17;"GRÜNE";207;14609;10.1
17;"DIE LINKE";207;12098;8.4
17;"NPD";207;2284;1.6
17;"REP";207;1508;1.0
17;"FAMILIE";207;1468;1.0
17;"PBC";207;421;0.3
17;"MLPD";207;30;0.0
17;"DVU";207;137;0.1
17;"ödp";207;425;0.3
17;"PIRATEN";207;2909;2.0
17;"CDU";208;48785;32.4
17;"SPD";208;40325;26.8
17;"FDP";208;22392;14.9
17;"GRÜNE";208;12919;8.6
17;"DIE LINKE";208;15457;10.3
17;"NPD";208;1798;1.2
17;"REP";208;3601;2.4
17;"FAMILIE";208;1443;1.0
17;"PBC";208;314;0.2
17;"MLPD";208;121;0.1
17;"DVU";208;158;0.1
17;"ödp";208;319;0.2
17;"PIRATEN";208;3079;2.0
17;"CDU";209;57953;36.0
17;"SPD";209;36117;22.4
17;"FDP";209;26988;16.7
17;"GRÜNE";209;16485;10.2
17;"DIE LINKE";209;13486;8.4
17;"NPD";209;1935;1.2
17;"REP";209;1918;1.2
17;"FAMILIE";209;2217;1.4
17;"PBC";209;453;0.3
17;"MLPD";209;44;0.0
17;"DVU";209;116;0.1
17;"ödp";209;426;0.3
17;"PIRATEN";209;3030;1.9
17;"CDU";210;45212;28.2
17;"SPD";210;44362;27.7
17;"FDP";210;22932;14.3
17;"GRÜNE";210;13936;8.7
17;"DIE LINKE";210;22670;14.2
17;"NPD";210;3197;2.0
17;"REP";210;1373;0.9
17;"FAMILIE";210;2074;1.3
17;"PBC";210;414;0.3
17;"MLPD";210;55;0.0
17;"DVU";210;132;0.1
17;"ödp";210;406;0.3
17;"PIRATEN";210;3421;2.1
17;"CDU";211;44143;34.5
17;"SPD";211;28982;22.7
17;"FDP";211;19605;15.3
17;"GRÜNE";211;8528;6.7
17;"DIE LINKE";211;16977;13.3
17;"NPD";211;2533;2.0
17;"REP";211;1662;1.3
17;"FAMILIE";211;1945;1.5
17;"PBC";211;387;0.3
17;"MLPD";211;32;0.0
17;"DVU";211;114;0.1
17;"ödp";211;391;0.3
17;"PIRATEN";211;2561;2.0
17;"CDU";212;52517;34.3
17;"SPD";212;34790;22.7
17;"FDP";212;26201;17.1
17;"GRÜNE";212;15635;10.2
17;"DIE LINKE";212;13137;8.6
17;"NPD";212;2272;1.5
17;"REP";212;1980;1.3
17;"FAMILIE";212;1889;1.2
17;"PBC";212;575;0.4
17;"MLPD";212;59;0.0
17;"DVU";212;134;0.1
17;"ödp";212;609;0.4
17;"PIRATEN";212;3322;2.2
17;"CSU";213;57712;51.9
17;"SPD";213;14831;13.3
17;"FDP";213;13992;12.6
17;"GRÜNE";213;8923;8.0
17;"DIE LINKE";213;5641;5.1
17;"NPD";213;1347;1.2
17;"REP";213;1086;1.0
17;"FAMILIE";213;789;0.7
17;"BP";213;1297;1.2
17;"PBC";213;99;0.1
17;"BüSo";213;309;0.3
17;"MLPD";213;20;0.0
17;"CM";213;143;0.1
17;"DVU";213;63;0.1
17;"DIE VIOLETTEN";213;251;0.2
17;"Die Tierschutzpartei";213;650;0.6
17;"ödp";213;1517;1.4
17;"PIRATEN";213;1896;1.7
17;"RRP";213;720;0.6
17;"CSU";214;61088;43.9
17;"SPD";214;19106;13.7
17;"FDP";214;22094;15.9
17;"GRÜNE";214;17458;12.5
17;"DIE LINKE";214;6265;4.5
17;"NPD";214;1018;0.7
17;"REP";214;1711;1.2
17;"FAMILIE";214;996;0.7
17;"BP";214;1434;1.0
17;"PBC";214;91;0.1
17;"BüSo";214;54;0.0
17;"MLPD";214;35;0.0
17;"CM";214;114;0.1
17;"DVU";214;60;0.0
17;"DIE VIOLETTEN";214;289;0.2
17;"Die Tierschutzpartei";214;959;0.7
17;"ödp";214;2453;1.8
17;"PIRATEN";214;2562;1.8
17;"RRP";214;1416;1.0
17;"CSU";215;66336;44.7
17;"SPD";215;19915;13.4
17;"FDP";215;21848;14.7
17;"GRÜNE";215;18400;12.4
17;"DIE LINKE";215;8120;5.5
17;"NPD";215;1808;1.2
17;"REP";215;900;0.6
17;"FAMILIE";215;1021;0.7
17;"BP";215;1400;0.9
17;"PBC";215;155;0.1
17;"BüSo";215;43;0.0
17;"MLPD";215;31;0.0
17;"CM";215;119;0.1
17;"DVU";215;66;0.0
17;"DIE VIOLETTEN";215;327;0.2
17;"Die Tierschutzpartei";215;988;0.7
17;"ödp";215;1878;1.3
17;"PIRATEN";215;3583;2.4
17;"RRP";215;1581;1.1
17;"CSU";216;80517;42.7
17;"SPD";216;29734;15.8
17;"FDP";216;30319;16.1
17;"GRÜNE";216;23583;12.5
17;"DIE LINKE";216;8969;4.8
17;"NPD";216;1536;0.8
17;"REP";216;895;0.5
17;"FAMILIE";216;1086;0.6
17;"BP";216;2027;1.1
17;"PBC";216;157;0.1
17;"BüSo";216;74;0.0
17;"MLPD";216;37;0.0
17;"CM";216;141;0.1
17;"DVU";216;105;0.1
17;"DIE VIOLETTEN";216;417;0.2
17;"Die Tierschutzpartei";216;1350;0.7
17;"ödp";216;1902;1.0
17;"PIRATEN";216;3649;1.9
17;"RRP";216;2230;1.2
17;"CSU";217;86686;49.6
17;"SPD";217;26877;15.4
17;"FDP";217;21566;12.3
17;"GRÜNE";217;14283;8.2
17;"DIE LINKE";217;10717;6.1
17;"NPD";217;2588;1.5
17;"REP";217;1269;0.7
17;"FAMILIE";217;1157;0.7
17;"BP";217;1351;0.8
17;"PBC";217;227;0.1
17;"BüSo";217;120;0.1
17;"MLPD";217;34;0.0
17;"CM";217;146;0.1
17;"DVU";217;86;0.0
17;"DIE VIOLETTEN";217;228;0.1
17;"Die Tierschutzpartei";217;999;0.6
17;"ödp";217;2327;1.3
17;"PIRATEN";217;3448;2.0
17;"RRP";217;592;0.3
17;"CSU";218;48622;31.0
17;"SPD";218;31067;19.8
17;"FDP";218;28189;18.0
17;"GRÜNE";218;27405;17.5
17;"DIE LINKE";218;10705;6.8
17;"NPD";218;1117;0.7
17;"REP";218;482;0.3
17;"FAMILIE";218;461;0.3
17;"BP";218;751;0.5
17;"PBC";218;96;0.1
17;"BüSo";218;95;0.1
17;"MLPD";218;70;0.0
17;"CM";218;85;0.1
17;"DVU";218;73;0.0
17;"DIE VIOLETTEN";218;306;0.2
17;"Die Tierschutzpartei";218;1019;0.6
17;"ödp";218;1283;0.8
17;"PIRATEN";218;4164;2.7
17;"RRP";218;932;0.6
17;"CSU";219;55854;33.0
17;"SPD";219;32109;19.0
17;"FDP";219;31531;18.6
17;"GRÜNE";219;27466;16.2
17;"DIE LINKE";219;10996;6.5
17;"NPD";219;1038;0.6
17;"REP";219;439;0.3
17;"FAMILIE";219;546;0.3
17;"BP";219;1079;0.6
17;"PBC";219;106;0.1
17;"BüSo";219;127;0.1
17;"MLPD";219;51;0.0
17;"CM";219;83;0.0
17;"DVU";219;74;0.0
17;"DIE VIOLETTEN";219;352;0.2
17;"Die Tierschutzpartei";219;1099;0.6
17;"ödp";219;1283;0.8
17;"PIRATEN";219;3715;2.2
17;"RRP";219;1358;0.8
17;"CSU";220;51064;33.0
17;"SPD";220;30403;19.7
17;"FDP";220;25600;16.6
17;"GRÜNE";220;26219;17.0
17;"DIE LINKE";220;10603;6.9
17;"NPD";220;1073;0.7
17;"REP";220;503;0.3
17;"FAMILIE";220;493;0.3
17;"BP";220;813;0.5
17;"PBC";220;153;0.1
17;"BüSo";220;148;0.1
17;"MLPD";220;54;0.0
17;"CM";220;111;0.1
17;"DVU";220;63;0.0
17;"DIE VIOLETTEN";220;325;0.2
17;"Die Tierschutzpartei";220;1005;0.6
17;"ödp";220;1236;0.8
17;"PIRATEN";220;3624;2.3
17;"RRP";220;1176;0.8
17;"CSU";221;53814;31.3
17;"SPD";221;32308;18.8
17;"FDP";221;29355;17.1
17;"GRÜNE";221;33340;19.4
17;"DIE LINKE";221;11587;6.7
17;"NPD";221;1029;0.6
17;"REP";221;498;0.3
17;"FAMILIE";221;528;0.3
17;"BP";221;929;0.5
17;"PBC";221;160;0.1
17;"BüSo";221;140;0.1
17;"MLPD";221;33;0.0
17;"CM";221;117;0.1
17;"DVU";221;69;0.0
17;"DIE VIOLETTEN";221;361;0.2
17;"Die Tierschutzpartei";221;1120;0.7
17;"ödp";221;1550;0.9
17;"PIRATEN";221;4045;2.4
17;"RRP";221;1069;0.6
17;"CSU";222;73273;39.8
17;"SPD";222;30776;16.7
17;"FDP";222;36208;19.7
17;"GRÜNE";222;23433;12.7
17;"DIE LINKE";222;8318;4.5
17;"NPD";222;1099;0.6
17;"REP";222;775;0.4
17;"FAMILIE";222;1099;0.6
17;"BP";222;1016;0.6
17;"PBC";222;102;0.1
17;"BüSo";222;57;0.0
17;"MLPD";222;20;0.0
17;"CM";222;78;0.0
17;"DVU";222;86;0.0
17;"DIE VIOLETTEN";222;322;0.2
17;"Die Tierschutzpartei";222;1084;0.6
17;"ödp";222;1467;0.8
17;"PIRATEN";222;3358;1.8
17;"RRP";222;1434;0.8
17;"CSU";223;74860;46.7
17;"SPD";223;20380;12.7
17;"FDP";223;23226;14.5
17;"GRÜNE";223;18258;11.4
17;"DIE LINKE";223;7074;4.4
17;"NPD";223;1186;0.7
17;"REP";223;2960;1.8
17;"FAMILIE";223;926;0.6
17;"BP";223;2659;1.7
17;"PBC";223;149;0.1
17;"BüSo";223;193;0.1
17;"MLPD";223;34;0.0
17;"CM";223;195;0.1
17;"DVU";223;73;0.0
17;"DIE VIOLETTEN";223;455;0.3
17;"Die Tierschutzpartei";223;966;0.6
17;"ödp";223;2669;1.7
17;"PIRATEN";223;2503;1.6
17;"RRP";223;1602;1.0
17;"CSU";224;83545;44.3
17;"SPD";224;24158;12.8
17;"FDP";224;36046;19.1
17;"GRÜNE";224;23110;12.3
17;"DIE LINKE";224;7705;4.1
17;"NPD";224;1455;0.8
17;"REP";224;804;0.4
17;"FAMILIE";224;946;0.5
17;"BP";224;1995;1.1
17;"PBC";224;143;0.1
17;"BüSo";224;73;0.0
17;"MLPD";224;33;0.0
17;"CM";224;164;0.1
17;"DVU";224;106;0.1
17;"DIE VIOLETTEN";224;531;0.3
17;"Die Tierschutzpartei";224;1214;0.6
17;"ödp";224;1765;0.9
17;"PIRATEN";224;2724;1.4
17;"RRP";224;2081;1.1
17;"CSU";225;68886;48.8
17;"SPD";225;17747;12.6
17;"FDP";225;18243;12.9
17;"GRÜNE";225;16341;11.6
17;"DIE LINKE";225;7122;5.0
17;"NPD";225;1641;1.2
17;"REP";225;1420;1.0
17;"FAMILIE";225;727;0.5
17;"BP";225;2163;1.5
17;"PBC";225;245;0.2
17;"BüSo";225;139;0.1
17;"MLPD";225;16;0.0
17;"CM";225;249;0.2
17;"DVU";225;71;0.1
17;"DIE VIOLETTEN";225;325;0.2
17;"Die Tierschutzpartei";225;864;0.6
17;"ödp";225;1927;1.4
17;"PIRATEN";225;1868;1.3
17;"RRP";225;1188;0.8
17;"CSU";226;83058;45.6
17;"SPD";226;23512;12.9
17;"FDP";226;28911;15.9
17;"GRÜNE";226;20871;11.5
17;"DIE LINKE";226;8897;4.9
17;"NPD";226;1501;0.8
17;"REP";226;835;0.5
17;"FAMILIE";226;1257;0.7
17;"BP";226;2740;1.5
17;"PBC";226;219;0.1
17;"BüSo";226;57;0.0
17;"MLPD";226;28;0.0
17;"CM";226;193;0.1
17;"DVU";226;91;0.0
17;"DIE VIOLETTEN";226;489;0.3
17;"Die Tierschutzpartei";226;1128;0.6
17;"ödp";226;3277;1.8
17;"PIRATEN";226;3098;1.7
17;"RRP";226;1966;1.1
17;"CSU";227;43628;46.5
17;"SPD";227;13611;14.5
17;"FDP";227;13485;14.4
17;"GRÜNE";227;6189;6.6
17;"DIE LINKE";227;7536;8.0
17;"NPD";227;2190;2.3
17;"REP";227;1449;1.5
17;"FAMILIE";227;686;0.7
17;"BP";227;1213;1.3
17;"PBC";227;110;0.1
17;"BüSo";227;25;0.0
17;"MLPD";227;17;0.0
17;"CM";227;112;0.1
17;"DVU";227;46;0.0
17;"DIE VIOLETTEN";227;187;0.2
17;"Die Tierschutzpartei";227;537;0.6
17;"ödp";227;1178;1.3
17;"PIRATEN";227;1160;1.2
17;"RRP";227;514;0.5
17;"CSU";228;82466;48.7
17;"SPD";228;23634;13.9
17;"FDP";228;24031;14.2
17;"GRÜNE";228;15002;8.9
17;"DIE LINKE";228;9554;5.6
17;"NPD";228;2373;1.4
17;"REP";228;1373;0.8
17;"FAMILIE";228;1152;0.7
17;"BP";228;1397;0.8
17;"PBC";228;130;0.1
17;"BüSo";228;41;0.0
17;"MLPD";228;28;0.0
17;"CM";228;155;0.1
17;"DVU";228;80;0.0
17;"DIE VIOLETTEN";228;710;0.4
17;"Die Tierschutzpartei";228;1172;0.7
17;"ödp";228;2635;1.6
17;"PIRATEN";228;2843;1.7
17;"RRP";228;705;0.4
17;"CSU";229;52476;44.8
17;"SPD";229;17773;15.2
17;"FDP";229;18202;15.5
17;"GRÜNE";229;9054;7.7
17;"DIE LINKE";229;9198;7.9
17;"NPD";229;2077;1.8
17;"REP";229;792;0.7
17;"FAMILIE";229;789;0.7
17;"BP";229;912;0.8
17;"PBC";229;100;0.1
17;"BüSo";229;40;0.0
17;"MLPD";229;18;0.0
17;"CM";229;116;0.1
17;"DVU";229;72;0.1
17;"DIE VIOLETTEN";229;226;0.2
17;"Die Tierschutzpartei";229;723;0.6
17;"ödp";229;2392;2.0
17;"PIRATEN";229;1618;1.4
17;"RRP";229;547;0.5
17;"CSU";230;51702;50.1
17;"SPD";230;14151;13.7
17;"FDP";230;14359;13.9
17;"GRÜNE";230;6786;6.6
17;"DIE LINKE";230;5742;5.6
17;"NPD";230;1761;1.7
17;"REP";230;1388;1.3
17;"FAMILIE";230;674;0.7
17;"BP";230;1140;1.1
17;"PBC";230;59;0.1
17;"BüSo";230;124;0.1
17;"MLPD";230;20;0.0
17;"CM";230;157;0.2
17;"DVU";230;54;0.1
17;"DIE VIOLETTEN";230;194;0.2
17;"Die Tierschutzpartei";230;599;0.6
17;"ödp";230;2472;2.4
17;"PIRATEN";230;1392;1.3
17;"RRP";230;486;0.5
17;"CSU";231;55844;50.1
17;"SPD";231;15817;14.2
17;"FDP";231;15232;13.7
17;"GRÜNE";231;5925;5.3
17;"DIE LINKE";231;7257;6.5
17;"NPD";231;2085;1.9
17;"REP";231;1258;1.1
17;"FAMILIE";231;772;0.7
17;"BP";231;1232;1.1
17;"PBC";231;69;0.1
17;"BüSo";231;28;0.0
17;"MLPD";231;13;0.0
17;"CM";231;93;0.1
17;"DVU";231;47;0.0
17;"DIE VIOLETTEN";231;171;0.2
17;"Die Tierschutzpartei";231;629;0.6
17;"ödp";231;2831;2.5
17;"PIRATEN";231;1526;1.4
17;"RRP";231;534;0.5
17;"CSU";232;68586;45.1
17;"SPD";232;25606;16.8
17;"FDP";232;19418;12.8
17;"GRÜNE";232;12807;8.4
17;"DIE LINKE";232;10629;7.0
17;"NPD";232;2839;1.9
17;"REP";232;913;0.6
17;"FAMILIE";232;1284;0.8
17;"BP";232;1026;0.7
17;"PBC";232;234;0.2
17;"BüSo";232;62;0.0
17;"MLPD";232;37;0.0
17;"CM";232;198;0.1
17;"DVU";232;105;0.1
17;"DIE VIOLETTEN";232;213;0.1
17;"Die Tierschutzpartei";232;965;0.6
17;"ödp";232;2083;1.4
17;"PIRATEN";232;3686;2.4
17;"RRP";232;1288;0.8
17;"CSU";233;72120;42.5
17;"SPD";233;29375;17.3
17;"FDP";233;22998;13.6
17;"GRÜNE";233;18343;10.8
17;"DIE LINKE";233;11453;6.8
17;"NPD";233;2297;1.4
17;"REP";233;1100;0.6
17;"FAMILIE";233;1037;0.6
17;"BP";233;1078;0.6
17;"PBC";233;153;0.1
17;"BüSo";233;68;0.0
17;"MLPD";233;40;0.0
17;"CM";233;129;0.1
17;"DVU";233;101;0.1
17;"DIE VIOLETTEN";233;430;0.3
17;"Die Tierschutzpartei";233;1316;0.8
17;"ödp";233;2772;1.6
17;"PIRATEN";233;3566;2.1
17;"RRP";233;1171;0.7
17;"CSU";234;66951;47.2
17;"SPD";234;24828;17.5
17;"FDP";234;16553;11.7
17;"GRÜNE";234;8580;6.0
17;"DIE LINKE";234;11310;8.0
17;"NPD";234;3020;2.1
17;"REP";234;1185;0.8
17;"FAMILIE";234;1225;0.9
17;"BP";234;1288;0.9
17;"PBC";234;159;0.1
17;"BüSo";234;49;0.0
17;"MLPD";234;22;0.0
17;"CM";234;226;0.2
17;"DVU";234;94;0.1
17;"DIE VIOLETTEN";234;191;0.1
17;"Die Tierschutzpartei";234;966;0.7
17;"ödp";234;2305;1.6
17;"PIRATEN";234;2269;1.6
17;"RRP";234;761;0.5
17;"CSU";235;54009;44.4
17;"SPD";235;24467;20.1
17;"FDP";235;14272;11.7
17;"GRÜNE";235;8060;6.6
17;"DIE LINKE";235;9093;7.5
17;"NPD";235;3071;2.5
17;"REP";235;693;0.6
17;"FAMILIE";235;1132;0.9
17;"BP";235;1054;0.9
17;"PBC";235;108;0.1
17;"BüSo";235;33;0.0
17;"MLPD";235;21;0.0
17;"CM";235;222;0.2
17;"DVU";235;59;0.0
17;"DIE VIOLETTEN";235;176;0.1
17;"Die Tierschutzpartei";235;872;0.7
17;"ödp";235;1565;1.3
17;"PIRATEN";235;2207;1.8
17;"RRP";235;642;0.5
17;"CSU";236;57433;44.9
17;"SPD";236;19553;15.3
17;"FDP";236;17523;13.7
17;"GRÜNE";236;13512;10.6
17;"DIE LINKE";236;8316;6.5
17;"NPD";236;1759;1.4
17;"REP";236;1937;1.5
17;"FAMILIE";236;1061;0.8
17;"BP";236;770;0.6
17;"PBC";236;188;0.1
17;"BüSo";236;33;0.0
17;"MLPD";236;58;0.0
17;"CM";236;138;0.1
17;"DVU";236;55;0.0
17;"DIE VIOLETTEN";236;244;0.2
17;"Die Tierschutzpartei";236;790;0.6
