"Legislaturperiode";"Patei";"Wahlkreis";"Stimmen";"Stimmenprozent"
16;"FDP";177;23215;12.4
16;"GRÜNE";177;17051;9.1
16;"DIE LINKE";177;9267;4.96
16;"NPD";177;3695;2.0
16;"REP";177;1221;0.7
16;"Die Tierschutzpartei";177;1566;0.8
16;"PSG";177;231;0.1
16;"BüSo";177;172;0.1
16;"MLPD";177;83;0.0
16;"SPD";178;54870;31.9
16;"CDU";178;68569;39.8
16;"FDP";178;21553;12.5
16;"GRÜNE";178;15110;8.8
16;"DIE LINKE";178;7013;4.1
16;"NPD";178;1737;1.0
16;"REP";178;1060;0.6
16;"Die Tierschutzpartei";178;1319;0.8
16;"PSG";178;160;0.1
16;"BüSo";178;167;0.1
16;"MLPD";178;45;0.0
16;"SPD";179;45173;32.6
16;"CDU";179;44485;32.1
16;"FDP";179;18441;13.3
16;"GRÜNE";179;18431;13.3
16;"DIE LINKE";179;7127;5.1
16;"NPD";179;1283;0.9
16;"REP";179;1439;1.0
16;"Die Tierschutzpartei";179;933;0.7
16;"PSG";179;87;0.1
16;"BüSo";179;270;0.2
16;"MLPD";179;36;0.0
16;"SPD";180;63392;34.4
16;"CDU";180;64688;35.1
16;"FDP";180;21477;11.7
16;"GRÜNE";180;16816;9.1
16;"DIE LINKE";180;10063;5.5
16;"NPD";180;2378;1.3
16;"REP";180;2139;1.2
16;"Die Tierschutzpartei";180;1995;1.1
16;"PSG";180;177;0.1
16;"BüSo";180;200;0.1
16;"MLPD";180;61;0.0
16;"SPD";181;43337;27.3
16;"CDU";181;63644;40.1
16;"FDP";181;26019;16.4
16;"GRÜNE";181;15828;10.0
16;"DIE LINKE";181;5736;3.6
16;"NPD";181;1198;0.8
16;"REP";181;958;0.6
16;"Die Tierschutzpartei";181;1061;0.7
16;"PSG";181;111;0.1
16;"BüSo";181;114;0.1
16;"MLPD";181;35;0.0
16;"SPD";182;41413;31.1
16;"CDU";182;39377;29.5
16;"FDP";182;17205;12.9
16;"GRÜNE";182;20739;15.6
16;"DIE LINKE";182;9357;7.0
16;"NPD";182;1636;1.2
16;"REP";182;1044;0.8
16;"Die Tierschutzpartei";182;1328;1.0
16;"PSG";182;95;0.1
16;"BüSo";182;121;0.1
16;"MLPD";182;108;0.1
16;"SPD";183;46265;29.9
16;"CDU";183;45133;29.1
16;"FDP";183;21432;13.8
16;"GRÜNE";183;27117;17.5
16;"DIE LINKE";183;10029;6.5
16;"NPD";183;1395;0.9
16;"REP";183;913;0.6
16;"Die Tierschutzpartei";183;1287;0.8
16;"PSG";183;105;0.1
16;"BüSo";183;111;0.1
16;"MLPD";183;82;0.1
16;"SPD";184;52132;39.2
16;"CDU";184;40054;30.2
16;"FDP";184;14182;10.7
16;"GRÜNE";184;14261;10.7
16;"DIE LINKE";184;6824;5.1
16;"NPD";184;1760;1.3
16;"REP";184;1440;1.1
16;"Die Tierschutzpartei";184;1155;0.9
16;"PSG";184;171;0.1
16;"BüSo";184;109;0.1
16;"MLPD";184;91;0.1
16;"SPD";185;53436;32.0
16;"CDU";185;60127;36.0
16;"FDP";185;20946;12.6
16;"GRÜNE";185;18135;10.9
16;"DIE LINKE";185;8578;5.1
16;"NPD";185;1848;1.1
16;"REP";185;1275;0.8
16;"Die Tierschutzpartei";185;1364;0.8
16;"PSG";185;143;0.1
16;"BüSo";185;128;0.1
16;"MLPD";185;65;0.0
16;"SPD";186;65693;36.5
16;"CDU";186;54617;30.4
16;"FDP";186;19442;10.8
16;"GRÜNE";186;25435;14.1
16;"DIE LINKE";186;9452;5.3
16;"NPD";186;1587;0.9
16;"REP";186;936;0.5
16;"Die Tierschutzpartei";186;1375;0.8
16;"PSG";186;166;0.1
16;"BüSo";186;119;0.1
16;"MLPD";186;196;0.1
16;"SPD";187;63338;34.6
16;"CDU";187;65039;35.5
16;"FDP";187;21458;11.7
16;"GRÜNE";187;17382;9.5
16;"DIE LINKE";187;8810;4.8
16;"NPD";187;2176;1.2
16;"REP";187;1867;1.0
16;"Die Tierschutzpartei";187;1668;0.9
16;"PSG";187;193;0.1
16;"BüSo";187;160;0.1
16;"MLPD";187;80;0.0
16;"SPD";188;54838;35.3
16;"CDU";188;56712;36.5
16;"FDP";188;17323;11.2
16;"GRÜNE";188;13411;8.6
16;"DIE LINKE";188;6617;4.3
16;"NPD";188;1961;1.3
16;"REP";188;1773;1.1
16;"Die Tierschutzpartei";188;1457;0.9
16;"PSG";188;222;0.1
16;"BüSo";188;126;0.1
16;"MLPD";188;65;0.0
16;"SPD";189;44045;28.3
16;"DIE LINKE";189;34797;22.4
16;"CDU";189;50360;32.4
16;"FDP";189;13068;8.4
16;"GRÜNE";189;6121;3.9
16;"NPD";189;4950;3.2
16;"REP";189;750;0.5
16;"MLPD";189;403;0.3
16;"SPD";190;47724;31.3
16;"DIE LINKE";190;37711;24.7
16;"CDU";190;40233;26.4
16;"FDP";190;11506;7.5
16;"GRÜNE";190;6541;4.3
16;"NPD";190;5727;3.8
16;"REP";190;1051;0.7
16;"MLPD";190;774;0.5
16;"SPD";191;43332;28.5
16;"DIE LINKE";191;40688;26.8
16;"CDU";191;40334;26.6
16;"FDP";191;12115;8.0
16;"GRÜNE";191;6037;4.0
16;"NPD";191;6187;4.1
16;"REP";191;1274;0.8
16;"MLPD";191;501;0.3
16;"SPD";192;50019;30.8
16;"DIE LINKE";192;40120;24.7
16;"CDU";192;42966;26.5
16;"FDP";192;12399;7.6
16;"GRÜNE";192;7170;4.4
16;"NPD";192;6296;3.9
16;"REP";192;1096;0.7
16;"MLPD";192;715;0.4
16;"SPD";193;51375;30.8
16;"DIE LINKE";193;43048;25.8
16;"CDU";193;37749;22.7
16;"FDP";193;12638;7.6
16;"GRÜNE";193;13638;8.2
16;"NPD";193;4235;2.5
16;"REP";193;1241;0.7
16;"MLPD";193;536;0.3
16;"SPD";194;57984;30.9
16;"DIE LINKE";194;51886;27.7
16;"CDU";194;40230;21.5
16;"FDP";194;15366;8.2
16;"GRÜNE";194;12396;6.6
16;"NPD";194;5930;3.2
16;"REP";194;1132;0.6
16;"MLPD";194;535;0.3
16;"SPD";195;39083;27.6
16;"DIE LINKE";195;37611;26.6
16;"CDU";195;37865;26.8
16;"FDP";195;12571;8.9
16;"GRÜNE";195;5423;3.8
16;"NPD";195;6037;4.3
16;"REP";195;912;0.6
16;"MLPD";195;461;0.3
16;"SPD";196;52230;29.4
16;"DIE LINKE";196;49406;27.8
16;"CDU";196;44322;24.9
16;"FDP";196;13278;7.5
16;"GRÜNE";196;6501;3.7
16;"NPD";196;8164;4.6
16;"REP";196;1254;0.7
16;"MLPD";196;1089;0.6
16;"SPD";197;46986;30.3
16;"DIE LINKE";197;43073;27.8
16;"CDU";197;38376;24.7
16;"FDP";197;12068;7.8
16;"GRÜNE";197;6149;4.0
16;"NPD";197;5462;3.5
16;"REP";197;1256;0.8
16;"MLPD";197;654;0.4
16;"CDU";198;72203;38.6
16;"SPD";198;66828;35.8
16;"FDP";198;20866;11.2
16;"GRÜNE";198;11492;6.1
16;"DIE LINKE";198;9514;5.1
16;"NPD";198;1842;1.0
16;"REP";198;786;0.4
16;"FAMILIE";198;1689;0.9
16;"PBC";198;1532;0.8
16;"MLPD";198;128;0.1
16;"CDU";199;64612;43.1
16;"SPD";199;47636;31.8
16;"FDP";199;18276;12.2
16;"GRÜNE";199;8962;6.0
16;"DIE LINKE";199;6786;4.5
16;"NPD";199;1266;0.8
16;"REP";199;565;0.4
16;"FAMILIE";199;1290;0.9
16;"PBC";199;416;0.3
16;"MLPD";199;75;0.1
16;"CDU";200;57205;38.1
16;"SPD";200;52665;35.1
16;"FDP";200;17953;12.0
16;"GRÜNE";200;11171;7.4
16;"DIE LINKE";200;7227;4.8
16;"NPD";200;1431;1.0
16;"REP";200;593;0.4
16;"FAMILIE";200;1272;0.8
16;"PBC";200;396;0.3
16;"MLPD";200;86;0.1
16;"CDU";201;59542;42.4
16;"SPD";201;42870;30.5
16;"FDP";201;19253;13.7
16;"GRÜNE";201;7954;5.7
16;"DIE LINKE";201;6821;4.9
16;"NPD";201;1389;1.0
16;"REP";201;660;0.5
16;"FAMILIE";201;1322;0.9
16;"PBC";201;558;0.4
16;"MLPD";201;66;0.0
16;"CDU";202;48629;33.6
16;"SPD";202;55731;38.5
16;"FDP";202;17107;11.8
16;"GRÜNE";202;9426;6.5
16;"DIE LINKE";202;8663;6.0
16;"NPD";202;2150;1.5
16;"REP";202;877;0.6
16;"FAMILIE";202;1480;1.0
16;"PBC";202;451;0.3
16;"MLPD";202;80;0.1
16;"CDU";203;56908;43.9
16;"SPD";203;38928;30.0
16;"FDP";203;16636;12.8
16;"GRÜNE";203;7442;5.7
16;"DIE LINKE";203;5968;4.6
16;"NPD";203;1396;1.1
16;"REP";203;577;0.4
16;"FAMILIE";203;1419;1.1
16;"PBC";203;230;0.2
16;"MLPD";203;76;0.1
16;"CDU";204;50775;36.1
16;"SPD";204;50891;36.2
16;"FDP";204;14752;10.5
16;"GRÜNE";204;12467;8.9
16;"DIE LINKE";204;8133;5.8
16;"NPD";204;1478;1.1
16;"REP";204;605;0.4
16;"FAMILIE";204;1297;0.9
16;"PBC";204;243;0.2
16;"MLPD";204;82;0.1
16;"CDU";205;63326;38.5
16;"SPD";205;55571;33.8
16;"FDP";205;20437;12.4
16;"GRÜNE";205;10964;6.7
16;"DIE LINKE";205;8303;5.1
16;"NPD";205;2151;1.3
16;"REP";205;908;0.6
16;"FAMILIE";205;1573;1.0
16;"PBC";205;959;0.6
16;"MLPD";205;88;0.1
16;"CDU";206;66416;34.0
16;"SPD";206;65285;33.4
16;"FDP";206;25213;12.9
16;"GRÜNE";206;23409;12.0
16;"DIE LINKE";206;8964;4.6
16;"NPD";206;1626;0.8
16;"REP";206;2388;1.2
16;"FAMILIE";206;1669;0.9
16;"PBC";206;379;0.2
16;"MLPD";206;125;0.1
16;"CDU";207;51561;33.4
16;"SPD";207;58541;37.9
16;"FDP";207;17740;11.5
16;"GRÜNE";207;11188;7.3
16;"DIE LINKE";207;8176;5.3
16;"NPD";207;3021;2.0
16;"REP";207;1647;1.1
16;"FAMILIE";207;1678;1.1
16;"PBC";207;662;0.4
16;"MLPD";207;100;0.1
16;"CDU";208;56038;33.7
16;"SPD";208;62072;37.4
16;"FDP";208;17301;10.4
16;"GRÜNE";208;11585;7.0
16;"DIE LINKE";208;9624;5.8
16;"NPD";208;2417;1.5
16;"REP";208;4578;2.8
16;"FAMILIE";208;1815;1.1
16;"PBC";208;438;0.3
16;"MLPD";208;280;0.2
16;"CDU";209;65254;37.5
16;"SPD";209;57534;33.1
16;"FDP";209;20259;11.7
16;"GRÜNE";209;14211;8.2
16;"DIE LINKE";209;8447;4.9
16;"NPD";209;1723;1.0
16;"REP";209;3522;2.0
16;"FAMILIE";209;2007;1.2
16;"PBC";209;832;0.5
16;"MLPD";209;88;0.1
16;"CDU";210;51844;29.6
16;"SPD";210;68201;38.9
16;"FDP";210;18237;10.4
16;"GRÜNE";210;12369;7.1
16;"DIE LINKE";210;15397;8.8
16;"NPD";210;3971;2.3
16;"REP";210;2176;1.2
16;"FAMILIE";210;2520;1.4
16;"PBC";210;544;0.3
16;"MLPD";210;151;0.1
16;"CDU";211;52408;37.0
16;"SPD";211;45927;32.4
16;"FDP";211;15082;10.6
16;"GRÜNE";211;7226;5.1
16;"DIE LINKE";211;12199;8.6
16;"NPD";211;3023;2.1
16;"REP";211;3005;2.1
16;"FAMILIE";211;2307;1.6
16;"PBC";211;551;0.4
16;"MLPD";211;102;0.1
16;"CDU";212;60911;37.2
16;"SPD";212;53394;32.6
16;"FDP";212;19833;12.1
16;"GRÜNE";212;13034;8.0
16;"DIE LINKE";212;7932;4.8
16;"NPD";212;2128;1.3
16;"REP";212;3453;2.1
16;"FAMILIE";212;2238;1.4
16;"PBC";212;835;0.5
16;"MLPD";212;153;0.1
16;"CSU";213;71871;58.3
16;"SPD";213;24770;20.1
16;"FDP";213;10413;8.4
16;"GRÜNE";213;6894;5.6
16;"DIE LINKE";213;3328;2.7
16;"NPD";213;1666;1.4
16;"REP";213;1528;1.2
16;"FAMILIE";213;720;0.6
16;"BP";213;971;0.8
16;"PBC";213;151;0.1
16;"BüSo";213;271;0.2
16;"MLPD";213;52;0.0
16;"CSU";214;76249;52.6
16;"SPD";214;30981;21.4
16;"FDP";214;15256;10.5
16;"GRÜNE";214;12844;8.9
16;"DIE LINKE";214;3947;2.7
16;"NPD";214;1066;0.7
16;"REP";214;1667;1.1
16;"FAMILIE";214;1014;0.7
16;"BP";214;858;0.6
16;"PBC";214;143;0.1
16;"BüSo";214;82;0.1
16;"MLPD";214;44;0.0
16;"CSU";215;80909;52.0
16;"SPD";215;34693;22.3
16;"FDP";215;15836;10.2
16;"GRÜNE";215;12708;8.2
16;"DIE LINKE";215;4883;3.1
16;"NPD";215;1687;1.1
16;"REP";215;1255;0.8
16;"FAMILIE";215;1019;0.7
16;"BP";215;1331;0.9
16;"PBC";215;225;0.1
16;"BüSo";215;83;0.1
16;"MLPD";215;61;0.0
16;"CSU";216;98089;49.7
16;"SPD";216;45927;23.3
16;"FDP";216;21471;10.9
16;"GRÜNE";216;19959;10.1
16;"DIE LINKE";216;5430;2.8
16;"NPD";216;1591;0.8
16;"REP";216;1205;0.6
16;"FAMILIE";216;1122;0.6
16;"BP";216;969;0.5
16;"PBC";216;244;0.1
16;"BüSo";216;104;0.1
16;"MLPD";216;66;0.0
16;"CSU";217;97356;52.7
16;"SPD";217;48613;26.3
16;"FDP";217;14183;7.7
16;"GRÜNE";217;10631;5.7
16;"DIE LINKE";217;5834;3.2
16;"NPD";217;2334;1.3
16;"REP";217;1983;1.1
16;"FAMILIE";217;1634;0.9
16;"BP";217;995;0.5
16;"PBC";217;354;0.2
16;"BüSo";217;82;0.0
16;"MLPD";217;60;0.0
16;"CSU";218;54704;36.2
16;"SPD";218;45157;29.9
16;"FDP";218;18274;12.1
16;"GRÜNE";218;22367;14.8
16;"DIE LINKE";218;6082;4.0
16;"NPD";218;1134;0.8
16;"REP";218;631;0.4
16;"FAMILIE";218;717;0.5
16;"BP";218;614;0.4
16;"PBC";218;171;0.1
16;"BüSo";218;135;0.1
16;"MLPD";218;77;0.1
16;"CSU";219;65031;38.5
16;"SPD";219;48238;28.5
16;"FDP";219;22078;13.1
16;"GRÜNE";219;23001;13.6
16;"DIE LINKE";219;6158;3.6
16;"NPD";219;1101;0.7
16;"REP";219;716;0.4
16;"FAMILIE";219;591;0.3
16;"BP";219;608;0.4
16;"PBC";219;148;0.1
16;"BüSo";219;245;0.1
16;"MLPD";219;76;0.0
16;"CSU";220;58952;38.5
16;"SPD";220;44729;29.2
16;"FDP";220;18372;12.0
16;"GRÜNE";220;20697;13.5
16;"DIE LINKE";220;5953;3.9
16;"NPD";220;1198;0.8
16;"REP";220;598;0.4
16;"FAMILIE";220;703;0.5
16;"BP";220;523;0.3
16;"PBC";220;205;0.1
16;"BüSo";220;193;0.1
16;"MLPD";220;73;0.0
16;"CSU";221;61266;36.6
16;"SPD";221;47653;28.5
16;"FDP";221;19896;11.9
16;"GRÜNE";221;27261;16.3
16;"DIE LINKE";221;6577;3.9
16;"NPD";221;1207;0.7
16;"REP";221;719;0.4
16;"FAMILIE";221;861;0.5
16;"BP";221;591;0.4
16;"PBC";221;190;0.1
16;"BüSo";221;181;0.1
16;"MLPD";221;64;0.0
16;"CSU";222;85350;45.4
16;"SPD";222;45027;24.0
16;"FDP";222;27439;14.6
16;"GRÜNE";222;20018;10.7
16;"DIE LINKE";222;4826;2.6
16;"NPD";222;1231;0.7
16;"REP";222;856;0.5
16;"FAMILIE";222;917;0.5
16;"BP";222;815;0.4
16;"PBC";222;196;0.1
16;"BüSo";222;107;0.1
16;"MLPD";222;51;0.0
16;"CSU";223;93811;54.7
16;"SPD";223;35482;20.7
16;"FDP";223;16044;9.4
16;"GRÜNE";223;13437;7.8
16;"DIE LINKE";223;4314;2.5
16;"NPD";223;1191;0.7
16;"REP";223;3079;1.8
16;"FAMILIE";223;1134;0.7
16;"BP";223;1205;0.7
16;"PBC";223;280;0.2
16;"BüSo";223;300;0.2
16;"MLPD";223;65;0.0
16;"CSU";224;104663;52.2
16;"SPD";224;38408;19.2
16;"FDP";224;26850;13.4
16;"GRÜNE";224;19618;9.8
16;"DIE LINKE";224;4566;2.3
16;"NPD";224;1456;0.7
16;"REP";224;1093;0.5
16;"FAMILIE";224;913;0.5
16;"BP";224;1368;0.7
16;"PBC";224;238;0.1
16;"BüSo";224;101;0.1
16;"MLPD";224;61;0.0
16;"CSU";225;89686;57.5
16;"SPD";225;30823;19.8
16;"FDP";225;12844;8.2
16;"GRÜNE";225;11072;7.1
16;"DIE LINKE";225;4339;2.8
16;"NPD";225;1752;1.1
16;"REP";225;1776;1.1
16;"FAMILIE";225;952;0.6
16;"BP";225;1162;0.7
16;"PBC";225;542;0.3
16;"BüSo";225;125;0.1
16;"MLPD";225;51;0.0
16;"CSU";226;104036;53.7
16;"SPD";226;39115;20.2
16;"FDP";226;20702;10.7
16;"GRÜNE";226;16425;8.5
16;"DIE LINKE";226;5504;2.8
16;"NPD";226;1630;0.8
16;"REP";226;1232;0.6
16;"FAMILIE";226;1275;0.7
16;"BP";226;2296;1.2
16;"PBC";226;371;0.2
16;"BüSo";226;111;0.1
16;"MLPD";226;79;0.0
16;"CSU";227;62255;57.7
16;"SPD";227;22111;20.5
16;"FDP";227;8530;7.9
16;"GRÜNE";227;4041;3.7
16;"DIE LINKE";227;4045;3.7
16;"NPD";227;2370;2.2
16;"REP";227;2109;2.0
16;"FAMILIE";227;718;0.7
16;"BP";227;950;0.9
16;"PBC";227;204;0.2
16;"BüSo";227;43;0.0
16;"MLPD";227;34;0.0
16;"CSU";228;102023;55.4
16;"SPD";228;39785;21.6
16;"FDP";228;17012;9.2
16;"GRÜNE";228;11039;6.0
16;"DIE LINKE";228;5583;3.0
16;"NPD";228;2906;1.6
16;"REP";228;1533;0.8
16;"FAMILIE";228;1376;0.7
16;"BP";228;1363;0.7
16;"PBC";228;233;0.1
16;"BüSo";228;124;0.1
16;"MLPD";228;62;0.0
16;"CSU";229;71879;54.9
16;"SPD";229;29997;22.9
16;"FDP";229;12095;9.2
16;"GRÜNE";229;6516;4.97
16;"DIE LINKE";229;4571;3.5
16;"NPD";229;2015;1.5
16;"REP";229;1256;1.0
16;"FAMILIE";229;781;0.6
16;"BP";229;921;0.7
16;"PBC";229;182;0.1
16;"BüSo";229;82;0.1
16;"MLPD";229;37;0.0
16;"CSU";230;71195;60.5
16;"SPD";230;23382;19.9
16;"FDP";230;8694;7.4
16;"GRÜNE";230;4849;4.1
16;"DIE LINKE";230;2966;2.5
16;"NPD";230;2405;2.0
16;"REP";230;1536;1.3
16;"FAMILIE";230;807;0.7
16;"BP";230;816;0.7
16;"PBC";230;120;0.1
16;"BüSo";230;295;0.3
16;"MLPD";230;54;0.0
16;"CSU";231;74793;59.5
16;"SPD";231;25931;20.6
16;"FDP";231;9272;7.4
16;"GRÜNE";231;4184;3.3
16;"DIE LINKE";231;4292;3.4
16;"NPD";231;2627;2.1
16;"REP";231;1660;1.3
16;"FAMILIE";231;1019;0.8
16;"BP";231;980;0.8
16;"PBC";231;129;0.1
16;"BüSo";231;52;0.0
16;"MLPD";231;48;0.0
16;"CSU";232;86155;52.5
16;"SPD";232;42738;26.1
16;"FDP";232;12185;7.4
16;"GRÜNE";232;8714;5.3
16;"DIE LINKE";232;5746;3.5
16;"NPD";232;3271;2.0
16;"REP";232;1112;0.7
16;"FAMILIE";232;1309;0.8
16;"BP";232;1254;0.8
16;"PBC";232;443;0.3
16;"BüSo";232;113;0.1
16;"MLPD";232;58;0.0
16;"CSU";233;86356;48.4
16;"SPD";233;46510;26.1
16;"FDP";233;15999;9.0
16;"GRÜNE";233;15210;8.5
16;"DIE LINKE";233;6463;3.6
16;"NPD";233;2488;1.4
16;"REP";233;1129;0.6
16;"FAMILIE";233;1664;0.9
16;"BP";233;1483;0.8
16;"PBC";233;184;0.1
16;"BüSo";233;188;0.1
16;"MLPD";233;61;0.0
16;"CSU";234;84368;53.4
16;"SPD";234;41539;26.3
16;"FDP";234;11024;7.0
16;"GRÜNE";234;6045;3.8
16;"DIE LINKE";234;5937;3.8
16;"NPD";234;3752;2.4
16;"REP";234;1623;1.0
16;"FAMILIE";234;1320;0.8
16;"BP";234;1218;0.8
16;"PBC";234;247;0.2
16;"BüSo";234;88;0.1
16;"MLPD";234;64;0.0
16;"CSU";235;67015;50.7
16;"SPD";235;39773;30.1
16;"FDP";235;8458;6.4
16;"GRÜNE";235;5149;3.9
16;"DIE LINKE";235;4764;3.6
16;"NPD";235;2722;2.1
16;"REP";235;1003;0.8
16;"FAMILIE";235;1029;0.8
16;"BP";235;1162;0.9
16;"PBC";235;192;0.1
16;"BüSo";235;83;0.1
16;"MLPD";235;55;0.0
16;"CSU";236;67980;50.5
16;"SPD";236;32012;23.8
16;"FDP";236;12189;9.1
16;"GRÜNE";236;10386;7.7
16;"DIE LINKE";236;4702;3.5
16;"NPD";236;2319;1.7
16;"REP";236;2262;1.7
16;"FAMILIE";236;889;0.7
16;"BP";236;505;0.4
16;"PBC";236;329;0.2
16;"BüSo";236;89;0.1
16;"MLPD";236;115;0.1
16;"CSU";237;61086;48.1
16;"SPD";237;36118;28.4
16;"FDP";237;11557;9.1
16;"GRÜNE";237;7802;6.1
16;"DIE LINKE";237;4355;3.4
16;"NPD";237;1802;1.4
16;"REP";237;2084;1.6
16;"FAMILIE";237;658;0.5
16;"BP";237;257;0.2
16;"PBC";237;531;0.4
16;"BüSo";237;45;0.0
16;"MLPD";237;43;0.0
16;"CSU";238;57476;45.5
16;"SPD";238;41691;33.0
16;"FDP";238;10348;8.2
16;"GRÜNE";238;6468;5.1
16;"DIE LINKE";238;4732;3.7
16;"NPD";238;2886;2.3
16;"REP";238;795;0.6
16;"FAMILIE";238;718;0.6
16;"BP";238;224;0.2
16;"PBC";238;313;0.2
16;"BüSo";238;57;0.0
16;"MLPD";238;99;0.1
16;"CSU";239;61441;44.1
16;"SPD";239;45909;33.0
16;"FDP";239;11519;8.3
16;"GRÜNE";239;7001;5.0
16;"DIE LINKE";239;6105;4.4
16;"NPD";239;2609;1.9
16;"REP";239;1421;1.0
16;"FAMILIE";239;974;0.7
16;"BP";239;496;0.4
16;"PBC";239;807;0.6
16;"BüSo";239;98;0.1
16;"MLPD";239;47;0.0
16;"CSU";240;70251;51.8
16;"SPD";240;36213;26.7
16;"FDP";240;10384;7.6
16;"GRÜNE";240;6385;4.7
16;"DIE LINKE";240;4876;3.6
16;"NPD";240;3185;2.3
16;"REP";240;1828;1.3
16;"FAMILIE";240;922;0.7
16;"BP";240;470;0.3
16;"PBC";240;396;0.3
16;"BüSo";240;86;0.1
16;"MLPD";240;63;0.0
16;"CSU";241;87051;47.0
16;"SPD";241;53775;29.1
16;"FDP";241;14434;7.8
16;"GRÜNE";241;13327;7.2
16;"DIE LINKE";241;6537;3.5
16;"NPD";241;3063;1.7
16;"REP";241;2482;1.3
16;"FAMILIE";241;1244;0.7
16;"BP";241;405;0.2
16;"PBC";241;1483;0.8
16;"BüSo";241;101;0.1
16;"MLPD";241;101;0.1
16;"CSU";242;57370;41.5
16;"SPD";242;44033;31.8
16;"FDP";242;13184;9.5
16;"GRÜNE";242;14723;10.6
16;"DIE LINKE";242;4574;3.3
16;"NPD";242;1553;1.1
16;"REP";242;648;0.5
16;"FAMILIE";242;695;0.5
16;"BP";242;279;0.2
16;"PBC";242;437;0.3
16;"BüSo";242;170;0.1
16;"MLPD";242;68;0.0
16;"CSU";243;79648;42.3
16;"SPD";243;60544;32.1
16;"FDP";243;16317;8.7
16;"GRÜNE";243;15160;8.0
16;"DIE LINKE";243;7883;4.2
16;"NPD";243;3374;1.8
16;"REP";243;1617;0.9
16;"FAMILIE";243;1327;0.7
16;"BP";243;413;0.2
16;"PBC";243;784;0.4
16;"BüSo";243;104;0.1
16;"MLPD";243;121;0.1
16;"CSU";244;49634;35.9
16;"SPD";244;46456;33.6
16;"FDP";244;12476;9.0
16;"GRÜNE";244;17221;12.5
16;"DIE LINKE";244;7178;5.2
16;"NPD";244;1944;1.4
16;"REP";244;693;0.5
16;"FAMILIE";244;557;0.4
16;"BP";244;428;0.3
16;"PBC";244;461;0.3
16;"BüSo";244;77;0.1
16;"MLPD";244;161;0.1
16;"CSU";245;54367;40.1
16;"SPD";245;47925;35.3
16;"FDP";245;10285;7.6
16;"GRÜNE";245;10144;7.5
16;"DIE LINKE";245;6595;4.9
16;"NPD";245;2358;1.7
16;"REP";245;1031;0.8
16;"FAMILIE";245;672;0.5
16;"BP";245;594;0.4
16;"PBC";245;569;0.4
16;"BüSo";245;74;0.1
16;"MLPD";245;125;0.1
16;"CSU";246;81783;45.3
16;"SPD";246;57883;32.0
16;"FDP";246;14254;7.9
16;"GRÜNE";246;13359;7.4
16;"DIE LINKE";246;6333;3.5
16;"NPD";246;2528;1.4
16;"REP";246;1213;0.7
16;"FAMILIE";246;935;0.5
16;"BP";246;375;0.2
16;"PBC";246;871;0.5
16;"BüSo";246;72;0.0
16;"MLPD";246;76;0.0
16;"CSU";247;66568;47.0
16;"SPD";247;37783;26.7
16;"FDP";247;14883;10.5
16;"GRÜNE";247;11050;7.8
16;"DIE LINKE";247;4952;3.5
16;"NPD";247;1607;1.1
16;"REP";247;2174;1.5
16;"FAMILIE";247;1052;0.7
16;"BP";247;337;0.2
16;"PBC";247;198;0.1
16;"BüSo";247;92;0.1
16;"MLPD";247;152;0.1
16;"CSU";248;91645;53.1
16;"SPD";248;37654;21.8
16;"FDP";248;15888;9.2
16;"GRÜNE";248;9646;5.6
16;"DIE LINKE";248;8422;4.9
16;"NPD";248;3245;1.9
16;"REP";248;2701;1.6
16;"FAMILIE";248;1194;0.7
16;"BP";248;378;0.2
16;"PBC";248;603;0.3
16;"BüSo";248;86;0.0
16;"MLPD";248;96;0.1
16;"CSU";249;78161;50.2
16;"SPD";249;41828;26.8
16;"FDP";249;13297;8.5
16;"GRÜNE";249;10339;6.6
16;"DIE LINKE";249;4906;3.1
16;"NPD";249;1680;1.1
16;"REP";249;2718;1.7
16;"FAMILIE";249;1010;0.6
16;"BP";249;310;0.2
16;"PBC";249;478;0.3
16;"BüSo";249;124;0.1
16;"MLPD";249;84;0.1
16;"CSU";250;73981;48.0
16;"SPD";250;39889;25.9
16;"FDP";250;13320;8.7
16;"GRÜNE";250;10252;6.7
16;"DIE LINKE";250;8178;5.3
16;"NPD";250;2037;1.3
16;"REP";250;3290;2.1
16;"FAMILIE";250;1044;0.7
16;"BP";250;363;0.2
16;"PBC";250;462;0.3
16;"BüSo";250;83;0.1
16;"MLPD";250;128;0.1
16;"CSU";251;75419;42.8
16;"SPD";251;49232;27.9
16;"FDP";251;16938;9.6
16;"GRÜNE";251;19701;11.2
16;"DIE LINKE";251;6821;3.9
16;"NPD";251;928;0.5
16;"REP";251;4176;2.4
16;"FAMILIE";251;982;0.6
16;"BP";251;348;0.2
16;"PBC";251;519;0.3
16;"BüSo";251;96;0.1
16;"MLPD";251;70;0.0
16;"CSU";252;65285;44.4
16;"SPD";252;41149;28.0
16;"FDP";252;13427;9.1
16;"GRÜNE";252;15457;10.5
16;"DIE LINKE";252;6052;4.1
16;"NPD";252;1617;1.1
16;"REP";252;1437;1.0
16;"FAMILIE";252;682;0.5
16;"BP";252;455;0.3
16;"PBC";252;353;0.2
16;"BüSo";252;250;0.2
16;"MLPD";252;116;0.1
16;"CSU";253;100308;53.0
16;"SPD";253;41717;22.0
16;"FDP";253;19169;10.1
16;"GRÜNE";253;14067;7.4
16;"DIE LINKE";253;5537;2.9
16;"NPD";253;2351;1.2
